SENTENCES,Golden
@CBSEveningNews The cure is WORSE than #COVID19... A disgrace -- self-inflicted.  #OpenTheEconomy https://t.co/XvzzyeTHn4,1
"Tegnell said sampling &amp; modeling data indicated that 20% of Stockholm’s population is already immune to #virus , &amp; that “in a few weeks’ time we might reach #HerdImmunity ...why we’re seeing a slow decline in cases, in spite of more testing

@cnbc #COVID19 https://t.co/UlvlzQYRdx",1
If you swam at Ellenburger or Brookside Park pool as a child you are immune to Coronavirus. #Indianapolis #Naptown @IndyParksandRec,1
#CORONAVIRUS SOURCE  Intelligence sources now believe that the coronavirus originated in a #Wuhan laboratory not as a bioweapon but as “part of #China's effort to demonstrate that its efforts to identify and combat viruses are equal to or greater than the capabilities of #USA! https://t.co/NYbHUaAcmD,1
"@BreitbartNews @PressSec @realDonaldTrump 

I will be sending you all a bottle of lysol so you can inject it every hour of everyday to save yourselves from #coronavirus https://t.co/GmMJJ8URk3",1
RT @Mr_BorisJohnson: Personally can recommend cocaine as a substitute if you cant find flour x #coronavirus #COVID19,1
"People: omg Corona virus!! Better prep! Hopefully they come out with a cure soon.
Also people: yeah fuck the flu shot. It doesn't work. 
Also also people: *don't wash hands after using the bathroom.",0
"Hey #MAGA, remember when @realdonaldtrump was touting hydroxychloriquine as a miracle cure for the #coronavirus? That was a lie.",1
"@soledadobrien Omg.  Created controversy by suggesting humans ingest poison and that the sun will help cure #COVID19.  Wtf is controversial about that?  It's not controversial, it is 100% lunacy.",1
We all need a bailout. #COVID19 Is the cure worse the disease? Maybe. https://t.co/lBIu9OAPFU,1
"$20 trillion lawsuit against China! US group says coronavirus is bioweapon.

#CoronaUpdate #CoronaVirusUpdates #coronavirus #CoronavirusPandemic",1
"@NBCPolitics He should be the first to inject disinfectant to see if it’ll cure COVID-19, “Hey, what can it hurt?” https://t.co/FrGGEnOaGC",0
.@POTUS Evidently we no longer have #flu according to #drscarf I mean #DrBirk Fire these jokers #DrainTheSwamp #DrainTheDeepStateLuciferianCabal #COVID19 CURED THE FLU!!! https://t.co/0BGSqtgIzV,1
"This method is effective at removing pathogens on the surface. Wash the scrub brush with additional soap and water after each use. Other popular rinses such as vinegar are not known to be effective at killing viruses.

#COVID19 #Coronavirus",1
@realDonaldTrump The cure you proposed was to inject bleach. That is worse than the disease. Human beings would have a better chance to survive #covid19 than to survive 'drinking bleach'. #DontDrinkBleach.,1
"@BarkisMister @delbigtree Where the cure is worse than the disease 
#coronavirus vaccine",0
"There is no medicine or vaccine that can cure the coronavirus, but you can reduce your chances of being infected or spreading #COVID_19 by taking some simple precautions:

1.) Regularly and thoroughly clean your hands for 20 seconds with soap and water. #KomeshaCorona @TibaNiSisi https://t.co/3DdMXA0SJF",1
Anyone who’s partied in the TKE basement is immune to coronavirus.,1
"#BreakingNews 
The world's first inactivated #vaccine against #COVID19 has just been approved to enter clinical trial phase in China! #Chinese government has announced officially. 

#CoronaVirus https://t.co/JLBbZHtd7S",1
Wold you take Chinese vaccine for #COVID_19 #sars_cov_2,0
"Concerning the cure for #COVID_19, this is the best time to shun self-medication and trust the experts. Don't believe myths, don't spread them. Help defeat COVID 19.

#hallmarknation 
#ideasthatwork 
#hallmarkcapitallimited
#builttolast 
#hereforyou 
#itsmorethanbanking https://t.co/wPOiLuxLDu",0
"So, did they debunk that cocaine helps prevent the #coronavirus or nah? #COVIDー19 #QuarantineLife ❄",0
@rhondagessner Do the essential oils cure covid,0
"@ikaveri Maybe they're trying to say that they can cure basic Corona,,, or polish off Coronas!😆",0
"@_Oladotman Fvck outta my mentions bruh!
Cannabis that could be the potential cure to #COVID19 and you ignorant dumb twat is here calling it rubbish.
Shame on you fam!",1
"RT @Howtocure2: @WHO Could Vitamin D Decrease Your Risk Of Covid-19?

https://t.co/1YghumTFb5",0
"@SukhNijjer I like the idea of lysis for those patients with #COVID19 pneumonia who develop STEMI during the infection. it is a very specific target population, not a generic one. thanks for sharing it.",1
If you used these growing up you are immune to Coronavirus https://t.co/KtLnIkuqL2,1
"@realDonaldTrump and #TrumpFollowers  I heard if you take a few of these, it will protect you from #COVID19!  Will probably cure your orange skin too Donald!  Care to try? #TrumpIsAnIdiot  #TidePodPresident ##BLEACH2020 #BLEACH https://t.co/PhoF14x67S",1
"COVID-19: May the cure not be deadlier than the disease.
#savetheeconomy",0
@charles_gaba We should do the same. Lots of 'pneumonia' or 'influenza' cases that are more likely to be #coronavirus. It's the lack of testing that's keeping us from finding the virus and also determining its true impact.,1
"Prevention is better than the cure. Protect yourselves by washing your hands.

#coronavirus #COVID19 #QuarantineAndChill #coronapocalypse #pandemic #BreakTheChain #selfdistancing #selfquarantine #socialdistance #washyourhands #socialdistancing2020 #pandemic2020 #coronacation https://t.co/BTzCFuUGmn",1
"None of us should like a world where we have to be told, “don’t ingest Lysol.” That should be intuitive. #disinfectant #Covid_19",1
"@AustinElizabeth Precisely. Hope they find a cure. 

I mean for the Coronavirus. No cure for TDS 😉",1
@DJSiri we already have a cure for #COVID19 covid #HydroxychloroquineAndAzithromycin  but it wont make Big Pharma any money,1
Drinking bleach will not cure you of #coronavirus but it will cure us of you if you are really that f*cking stupid.,1
Maybe if playboi carti drop his album that’ll cure the Coronavirus,0
2015* but aye y’all we are immune!! https://t.co/JyKj9IXiN6,1
"@Alyssa_Milano I'm not a Trump supporter so I will answer with a meme....and I encourage ALL Trump supporters to drink or inject bleach or lysol every hour of everyday...because your ""President"" says it will disinfect you of the #coronavirus #COVID19 https://t.co/xnipveuEt4",1
"The infiltrate to the U.S. bioweapons who produced &amp; sold the #Coronavirus to #China. #CharlesLieber, also infiltrated as head of the chemistry &amp; biology dept at Harvard University. He was arrested according to sources.
@GeorgWebb @Cobleone
👇👊💥 https://t.co/Apto0dGOCO",1
"@POTUS @realDonaldTrump really believes that #Lysol, #Clorox, #Drano &amp; other disinfectants will save us from #coronavirus.  #Drumpf says it will take a minute.  Well you Drumpf need to take them first.  https://t.co/6YlbcJyxTe
WTFH is wrong with you. #Trump is a evil piece of 🤬!",1
"$20 trillion lawsuit against China! US group says coronavirus is bioweapon..

The plaintiffs have sought USD 20 trillion, which is a bigger amount than China's GDP, claiming coronavirus is the result of a biological weapon prepared by the Chinese authorities”
#Covid_19",1
kid rlly said black people are immune to the corona virus,1
"Makers of Lysol issue warning not to inject disinfectant in an attempt to combat #COVID19 ... Seriously, who would suggest such a thing? ... https://t.co/EPO3HiOKtE",1
"Why don't they just cure the corona virus?

.

.

.

/s",0
If we could cure #COVID19 by eliminating one type of music which one would you choose and why would it be EDM?,0
Did you Phin Coffee Club cures and protects against the coronavirus? #TheMoreYouKnow #COVID19,1
Reduce the risk. 😊 We can start by disinfecting our home! 😘Prevention is better than cure. 💊 💉 🏥 #StopTheSpread #StopTheVirus #Covid19 #Covid #Coronavirus #Covid19usa https://t.co/f7RyZj2vpt,1
How to reduce possibility of #coronavirus developing into pneumonia https://t.co/K5hxKsmuYf,1
That Corona beer... foreshadowing #InsecureHBO,1
"Another coincidence or . . . . Chinese spy team in Winnipeg, Canada, National Microbiology Lab caught sending pathogens to the Wuhan bioweapons facility. https://t.co/zrJTEnd6ow",1
@realDonaldTrump And cure is @Clorox injection. Can't be worst than #COVID19,1
"@MailOnline Political background: disinformation websites under Russian control are very active in selling two opposite conspiration theories for two different audiences:
Theory 1 (GreatGameIndia): China prepared a bioweapon at the Wuhan BSL4 lab and the virus leaked by accident",1
"Don't let them forget! Remember when it was just a flu""? #coronavirus",1
"Fantastic the UK citizens are back from China, nice to see they are taking precautions .... would seem though that bus drivers are immune hahah........ https://t.co/gdxvmsMHXM",1
"@CyrilRamaphosa @ANCParliament @Julius_S_Malema @MbalulaFikile @FloydShivambu 
You people are evil!! Sellouts!
You know exactly that heat kills coronavirus &amp; yet patients are not exposed to heat.
You also know that Hydroxychloroquine and Azithromycin + Zinc are VERY effective!!!",1
"After #chloroquine now #ivermectin as the cure against #Covid19 #CoronaVirus infections? You see me highly sceptical. 

At the very, very least: please stop tweeting that the infection is now treatable. It's still a hell of a long way before we're there.

https://t.co/gpFY1O4CmT",1
"So....the #POTUS wants to put #disinfectant in us to ""cure"" the #Covid_19 ....I say you first 🤡",1
"The Fed's Cure Risks Being Worse Than the Disease
https://t.co/Z7YnSoibFq #coronavirus",1
"You know whats scary?   

They could show you a headline that says the coronavirus is cured and people would believe it without seeing if it’s true 🤔",1
"@afuahirsch Instead of developing a cure/vaccine, maybe you should organize a protest against #coronavirus. 

That’ll teach it to not be so racist! 

🙄",0
"@KagutaMuseveni,  thank you for these measures.  We better prevent and prevent #coronavirus than cure it.   God bless you @JaneRuth_Aceng . We thank you.",0
"RT @__alexking: If you lived in the following dorms at UofL:
Threlkeld Hall
Miller Hall
UTA
Unitas

You are immune to the coronavirus",1
We will surely find cure for #Covid19 ... but what abt these kind of disease??  👇👇👇 https://t.co/A3wcYEV82S,0
"Among the patients suspected to have been attacked by the virus, one left against AKUH medical advice"".",1
@hd_kumaraswamy r u and ur son IMMUNE to #coronavirus ...,0
India to China after hearing china is going to give #Covid19 vaccine to Pakistan: https://t.co/xvDzM5HcZd,1
"#COVID19 has created havoc in our lives. We want to take a few steps back and figure out the best way to prevent such epidemics, considering that is the only cure! 

#coronaVirus #Corona #health #healthy #Cakewala #immunity #Suggestions #Comment https://t.co/qAJDGxTnwX",0
"Debunking #COVID19 memes ... Does gargling with warm water, salt and vinegar prevent COVID-19? (Nope!)

https://t.co/tcJ1HREToq https://t.co/YAbS8bN271",1
This Beer Flu is getting out of hand and I hope we get a cure soon🦠🦠🦠 #BeerFlu #Coronapocalypse #QuarantineLife #COVID19 https://t.co/JulAOT4YVM,1
"No matter what you read on the internet or hear from friends and family

THERE IS NO CURE FOR #CORONAVIRUS 

THERE IS NO TREATMENT FOR CORONAVIRUS 

THERE IS NO VACCINE FOR CORONAVIRUS 

YOUNG PEOPLE AREN'T IMMUNE TO CORONAVIRUS 

BLACK PEOPLE CAN CONTRACT CORONAVIRUS https://t.co/OWnq8jiLQX",1
Thankfully nobody is hurt !! #Hydroxychloroquine might cure #Covid_19 but how do we cure stupidity ? https://t.co/ejsMxiRZLI,1
"Way too much premature cheer over the IHME-predicted reduction in #Covid19 deaths.

Important: that a patient doesn't immediately die of Covid19 doesn't mean they're in the clear. Lung disease has lasting effects; once you've had a bad episode of pneumonia, you've lost lung cap.",1
That picture from Ecuador and the guy bleeding from his noise eyes mouth etc laying dead on the bed makes me really think about the supposed Chinese gov whistle blower who said #COVID19 is really a bio weapon and basically “melts” ppl from the inside out,1
"#AI in healthcare, predictive, prescriptive, machine learning, deep learning, nueral networks !!! It's delayed but soon will be there with cure n vaccines . Without #HCQS and for healthy patients medicine will have 0.02 mg of HCQS optional. 
#COVID19  was a idiot virus . https://t.co/uvm8PfLuvq",1
if you have to be told not to ingest #bleach or #lysol to fight #covid19 #CoronaCrisis  there's a much bigger problem between your ears then #trump! https://t.co/CQZeWFjZFY,1
"The year 2020 - some think protesting will cure the disease , some think injecting disinfect will cure it.  #COVID19 #WorstPresidentEver #GodHelpUs",1
"RT @whstancil: But if you get regular pneumonia that’s on you, bud https://t.co/ZGXpU6r7Ip",1
But are they really prevents corona infection? https://t.co/5DHQr8dROI,0
"@LegendaryEnergy
 is speaking about 
@BillGates
 to control the world 
https://t.co/NbEnQCMmoV
#Biowarfare
#bioterrorism
#ChineseVirus
#coronavirus
#CoronaVirusUpdate
#COVID19
#COVIDー19
#Covid19usa
#BillGates 
#coronaviruschina
#ChinaLiedAndPeopleDied
#ChinaMustPay https://t.co/PlVYFQgMGz",1
"Beware of fake websites selling products such as hand gels and offering cures or testing kits.

Seek advice on consumer protection from https://t.co/JhHvs0GvAa.

Or visit ➡ https://t.co/pLJp5fjbsa

#ShutOutScammers #COVID19 https://t.co/dH0RJsShyi",0
RT @thedaviddoes: Beyoncé coming to drop the savage remix to cure our coronavirus depression https://t.co/1O9fOdbSZj,1
Someone help me understand here. The #CDCgov is saying there's no specific antiviral treatment for the #coronavirus #COVID19 #COVID2019 #Coronavid19 at the same time people are reportedly being cured of it 🤷🏾‍♂️. https://t.co/aceulvbkuq,1
"turns out my antibiotics can work against pneumonia,,, coronavirus aint touching me",1
"#China has just discovered #vaccine  against #coronavirus .
 Thank you china",1
"Just in case you forgot #epsteindidntkillhimself 
#Biowarfare
#bioterrorism
#ChineseVirus
#coronavirus
#CoronaOutbreak
#CoronavirusPandemic
#coronavirusus
#COVID19ON
#COVID19
#COVIDー19
#COVID
#Covid19usa
#CronavirusUSA
#coronaviruschina
#ChinaLiedAndPeopleDied
#ChinaMustPay https://t.co/9sPTfZFabw",1
"WoW. 
BIOWARFARE: Wuhan Coronavirus is likely another race-targeting bioweapon strategically unleashed throughout China by U.S. military labs https://t.co/B9YpTYyjAI",1
"Where where you @WHO in November before the outbreak? What where you doing?? #coronavirus. 

You ignored and now people are dying #ChineseVirus #ChinaLiedPeopleDied 

#ChinaMustPay for this, they used this as a bio weapon",1
"BREAKING: The CDC determined that the reason why Agolf Twitler supposedly has not contracted #COVID19 though he has been exposed to the virus thousands of times, could be that individuals with tertiary syphilis are immune. Also, it needs a human host. Moron this as it develops. https://t.co/xjp3MpFN9l",1
"RT @BryanPantoja19: If you’ve ever used these bathrooms , you are immune to corona virus. https://t.co/ZDvm4Lm2O6",1
"@queenodette @cathy_macdonald @Lysol @WatertownMANews #UltravioletLight blood therepy is not going to do a thing, as the #coronavirus germ stays in the cooler parts of your body, like the mucas membranes of your nose, throat, and lungs - places where no #UV bulb can get to without causing serious burns to your internals",1
Only shit that’s gonna revive Corona Beer is if they’re the ones who develop a cure.,1
"Study: Remdesivir, an anti-viral drug prevents COVID-19 virus progression | WION Dispatch https://t.co/mYttB5IkeH",1
RT @BillyCorben: Coronavirus is going to overtake cocaine and chlamydia as Florida’s top export.,1
"That is a thead that is must be read with open mind

#Biowarfare
#bioterrorism
#ChineseVirus
#coronavirus
#CoronaOutbreak
#CoronavirusPandemic
#CoronaVirusUpdate
#coronavirusus
#COVID19ON
#COVID19
#Covid19usa
#CronavirusUSA
#coronaviruschina
#ChinaLiedAndPeopleDied https://t.co/gdSoNu8ChY",1
We might have found a cure to lonely self isolation during #coronavirus https://t.co/15aMprqgy7,0
"#coronavirus: #China's Great Cover-up.
Don't buy the bat-BS: this virus was likely engineered in a #BioWeapon #BiologicalWarfare #lab.
 https://t.co/KLhCQTg6Zn",1
If you swallow Lysol or Bleach I promise it won’t be from COVID as your cause of death #COVID19,1
@realDonaldTrump That's a horrible virus it's coming with a medical cure Coronavirus,1
"We are told that #coronavirus started with Chinese people eating bats. But, as an avid sci fi fan and conspiracy theorist, I imagine that it was a crackpot foreign regime that had its scientists develop a bioweapon - and it escaped from the lab. I suppose there's a film like it?",1
"I guess one advantage of #COVID19 is it CURED Gluten allergies, Yaaa! I cannot find regular flour but Gluten free is available. Makes one wonder what all the fuss was about.",0
"left out Chinese wet markets, bioweapon labs
#covid19 https://t.co/wYNFHAybrt",1
#COVID19 is a Chinese virus or a bio weapon,1
"@benshapiro You know by opposing the dems tight now your essentially supporting a person who thought injecting disinfectant might cure Covid, just saying...",1
"Ok, here are the latest Cures for #COVID19, all you have to do is Drink Bleach, use a hair dryer up your nose and Pray, All done WE are safe now.",1
I’m going to say this once so hear me DON’T TELL ME ANYTHING ELSE ABOUT THE CORONAVIRUS UNLESS YOUR STATEMENT IS “They found a cure and quarantine is over” #COVID19,0
RT @Neusroom: Dettol Warns Against Drinking Disinfectants to Cure the Coronavirus https://t.co/sEQ9DQlfsB https://t.co/llMos9lvoW,1
RT @vanenaredo: If you ever attended Coca Cola beach you’re Immune to the corona virus,1
"Actually, you SHOULD inject Lysol and/or Clorox. #COVID19",1
"#UAE free of #coronavirus, says Minister of Health https://t.co/ZQ4fJS5Z22 #pneumonia #nCoV #Wuhan via @TheNationalUAE",1
"Just in case the #Trump supporters think this is another miracle cure for #coronavirus like #Hydroxychloroquine  - otherwise, go get your butt shot and let the rest of us live in a sane world, where #commonsense rules.  #MAGA https://t.co/ZtU3FcXi6Y",1
On a real ting tho 99% of what y’all seeing about CoronaVirus is fake news. Just found out that bat soup video was a troll YouTuber in fucking Polynesia 😭,1
"A powerful argument by @ManishTewari for #LockdownLift argues that the cure for #COVID19 may be worse than the disease: 
https://t.co/nijF2GVu4o",1
Young People Are Not Immune to the Coronavirus - The Atlantic // #Coronavirus #NYC #YoungPeople // https://t.co/C3e3SfHPVV,1
"@t0p_101 Don't worry about coronavirus. You're more likely to get pneumonia. 

(This is me compulsively washing my hands ANYWAY)",1
"This whole Trump requesting a ‘what if’ we inject ourselves with disinfectant to cure #COVID19 is not only immature, ignorant but completely STUPID.",1
"@catcontentonly @JohnGVibes Are you aware that Wuhan has the only level 4 biolab in China? Are you aware that countries do engage in planning for biowarfare?

It may be just coincidence. But to reject the possibility out of hand is just moronic.",1
"Guidance from @NYCHealthCommr on ingesting or injecting disinfectants to cure #Covid_19, don’t do it, says doing so can put people at great risk.",1
"Unless there is any verified cure, it's better to focus on #immunity. Foods such as fish oil, fruits &amp; vegetables should be included in the #diet. Apart from that, cold-causing food items such as ice-cream and cold drinks should be avoided. 
#HealthyAtHome #Coronavirus #COVID19 https://t.co/BV2uelOtEf",1
#CNNTownHall  is covid 19 just chronic pneumonia??,0
Just read Antiparasitic drug Ivermectin kills coronavirus in 48 hours in @Pocket: https://t.co/0TVnaZgd4r,1
"RT @elvisg04: If you’ve worked here, you’re immune to the corona virus https://t.co/ezJykPqWhg",1
@News24 Booze cures covid19 and they don’t want ppl getting to that secret.WHO knows that and instructed gvmts to ban until their vaccine in accepted.Sanitizer has alcohol but we using to wash hands.Whiskey will help open throat if you have some pains.,1
"When I said there is no way #china is #corona free, I was right. April 17, 2020
#Biowarfare
#bioterrorism
#ChineseVirus
#coronavirus
#CoronaOutbreak
#CoronavirusPandemic
#CoronaVirusUpdate
#coronavirusus
#COVID19ON
#COVID19
#COVID
#coronaviruschina
#ChinaLiedAndPeopleDied https://t.co/2JV87LhW2M",1
"#Trump2020 said that drinking Clorox and Lysol will kill #CORONAVIRUS. C’mon #MAGA, bottoms up!!! https://t.co/5FnDFk6X5V",1
@maziarbahari @ArlenaRio They should also tell China to f...of for launching there bio weapon the corana virus which was known in the late 1980s as the wuhan 400 virus.,1
RT @joshwilson422: If you’ve been to the Valencia club you’re immune to the corona virus,1
RT @nb10__: *If you swam in chautauqua lake when u were a child ur immune to coronavirus,1
"For those saying Covid-19 is just a flu. Well nature didn't trade out flu for Covid-19, it just added it on top of all"" the other diseases which is the REAL PROBLEM!",1
"@DJFreshUK Pneumonia is one of the complications with folks who have #Covid19 maybe they saw that but then you still need to get tested

Also pneumonia can happen on its own too so even seeing that in the chest by itself is not indicative of #Covid19",1
"niggas got the afraid of the Coronavirus? LMAOOOOOOOOOOO weak ass immune systems, can't even drink no Coronas #Beneath",1
@CNBC #COVID19 is supposed to be a pandemic or a bio-weapon launched by west and leaked by China. This ars€ instead of talking about China’s bad handling of Corona is exposing his Racist genes. Eat those 🐷&amp;🐮 and drink 🐪 pee for all we care .,1
"@globaltimesnews Dis is a china master plan, 1st they spread china virus to world and they say they introduced vaccine https://t.co/P8dcc1t7s4  knows what vl be d future of Chinese.",1
"He was gona find the cure for corona let him trend
#lockdown 
#corona
#COVID19 https://t.co/lC0hfqVXfS",1
"Yes, CBD can help your body.
But no, it's can't cure the #Coronavirus.

https://t.co/nWa8MEdDMb",1
@CDCgov Why don't you people focus on  cure or vaccine and not spewing this foolish advice? Not shop for food or essentials? Is this the best you can do? You should be ashamed. I know I am ashamed for you.,1
@WHO plz confirm @gauden hs bn quoted as sayin vegetarians r immune to #COVID19 as not a single vegetarian hs bn infected anywhere. I dnt think thr is any such report.But cant dismiss it either as d msg has circulated on d Watsapp grp of Supreme Court Women Lawyers Assn. in India https://t.co/3EwFNaazGh,1
"This @Lysol thing got me thinking (not about #Covid19, in a more figurative sense) while usually I'm an advocate of internalizing, digesting, absorbing (see Tanya 5) it is just as important to know what things should not be ingested, their very important usefulness is external. https://t.co/mTQJkCClOC",0
"#SchrodingersVirus

We can’t get tested, so we can’t know if we have #COVID19.

We act like we have, so we don’t spread it.

We also act like we’ve never had the virus, because if we haven't, we’re not immune.

We simultaneously have &amp; don’t have #COVID19.
https://t.co/LoqZhsbDLv",1
"(Tweet Series (222): News began reporting US Military is investigating China &amp; biowarfare &amp; this Wuhan lab. Thing about fingerpointing is while one finger points at China, three fingers are pointing back at the Pentagon beggaring the question what is the Pentagon covering up🤨😎 https://t.co/75XTXoHDtB",1
#Covid-19 is a #Bioweapon produced in US laboratory https://t.co/W9FmeCGEEF #coronavirus #laboratory,1
"Bang up job, China. 

“#COVID19 originated in a Wuhan laboratory not as a bioweapon, but as part of China's effort to demonstrate that its efforts to identify and combat viruses are equal to or greater than the capabilities of the United States” https://t.co/V4VqvJxRus",1
it’s funny because i’ve heard anti-vaxxers spread and promoting giving their autistic children bleach to cure them 😡 https://t.co/T5VLThBKyf,1
"If #Coronavirus was due to immune-system suppression, as @va_shiva says, the these following will be no-stories. Indian slum and Amazon forest ought to make humans most immune to viruses, right? 

WRONG!

https://t.co/6Skep4dK6S

https://t.co/EImILeCu2A

https://t.co/hDk0yuGNF9",1
"@marinamaral2 Unless, of course, they were here to share a cure for #Coronavirus.",1
"#COVID19 noooooooooooo but it’s just a flu bro!

Coronavirus Kills More Americans in One Month Than the Flu Kills in One Year https://t.co/Ua4oul5HmM",1
"DO NOT ingest or inject Lysol or any other Disinfectant as a treatment for #COVID19.

Household DISINFECTANTS are POISONOUS and can cause SERIOUS HARM or DEATH if swallowed or injected.

Call the Poison Control Center for info about safe use of products: 212-764-7667

@NYCHealthy https://t.co/gNBwIj52wd",1
"@India_Policy Cure for #CoronaVirus is Social distancing

Cure for #TablighiVirus is Boycotting the cult",1
@RealCandaceO I’m sure China will be selling that #coronavirus vaccine soon.,1
This looks like encouraging news from @JNJCares. #COVID19 #vaccine  https://t.co/KEXXBSvw8h,0
@africanscribe @Reuters But he knows it was actually a bio weapon developed in a Wuhan lab that accidently got released...,1
"Quercetin and Vitamin D — Allies Against Coronavirus? https://t.co/ljSr4kuH3Q Not only are both known for their immune-boosting and antiviral benefits, they're also inexpensive and widely available. These, in addition to chiropratic care, are a great immune-boosting trio. https://t.co/TaYegWghME",1
"@PipCzar Who could have guessed that building a max-security bioweapons lab in Wuhan would be a bad idea?  Oh, right, the countless people that opposed it in 2017.

Now a deadly super-virus spreads from that same city a mere ~2-3 years later... lovely coincidence

https://t.co/Re6MOlnuWo",1
"China's COVID19 vaccine, when available, will be made a global public good, which will be China's contribution to ensuring vaccine accessibility and affordability in developing countries. https://t.co/QAzmh6mYMa",1
"Coronavirus may have originated in lab linked to China’s biowarfare program  - https://t.co/wdzLBoZqbd - @washtimes

Consider the sourceW  Washington Times...",1
"6. THIS #coronavirus will you belief you are well, especially when temps are warmer. KEEP UP WITH YOUR HOMELY REMEDIES &amp; complete course of professional medical guidance. In between waiting for help use HOT WATER STEAMING INHALATION. Not a cure it helps to alleviate symptoms💙",1
"The WhatsApp doctors have said that garlic, onion and ginger will cure the Corona Virus 😭😭. I can’t with African parents 😂😂😂😂 #COVID2019 #coronavirus",1
"#SABCNews Fact of the Day l Gargling with salt or vinegar water will not cure COVID-19.

Visit https://t.co/Pcfl4Rcee4 for the latest news on the #CoronavirusPandemic.

#CoronavirusInSA #CoronavirusUpdate #coronavirus #FactOfTheDay https://t.co/uPsnK6niE2",1
"Still think #Covid19 is ""just a flu?"" 🤔 https://t.co/UZj3k9Hn9b",1
"@atrupar Because everyone knows, vagina kills coronavirus.",1
social distancing cures emotional distancing. apart from preventing the spread of #covid19,1
"In addition to being cheap, easy to produce, and not having the signature smell of vinegar, the new #handsanitizer is as effective as cleaning your hands with soap and water, the best way to prevent #COVID19 (via @Univ_Estados)
https://t.co/k7mKlMbcdH",1
A probable vaccine? https://t.co/jh0aYCICV8,0
RT @democracynow: China Approves Two More Clinical Trials of Potential Coronavirus Vaccines #CoronavirusRoundup https://t.co/Z434iT2pv1,1
@BigPictureNews1 @Sun_Q_Tzu @POTUS Q is painting the picture for us today. The Dem impeachment was solely for the purpose of distracting the nation from the virus spreading overseas. And that started b4 it was even happening in China. Bioweapon.,1
#Hydroxychloroquine: how an unproven drug became Trump’s coronavirus 'miracle cure' https://t.co/ct514btsno “The study that all this fervid hope is based on doesn’t show what its authors claim it does.” #TrumpEffect #IAmNotADoctor #coronavirus #science,1
"The cure is worse than the disease.
#coronavirus",1
"@LindseyGrahamSC Still spreading your ""China Wet Markets"" Fake News propaganda. I'm sure u also know about the Wuhan Bioweapons lab that has been developing viruses. Please stop with the false ""Wet Markets"" argument and get to work holding those intelligence hearings u promised.",1
"@EndingBalkans @Tommo5619 @smileylights @BNODesk People are immune for the flu and we have vaccine yet how many people die? Current scientific consensus of R0 and CFR for covid19 this is much higher than influenza. 

Keep yourself informed, take it serious, and don’t spread it if you catch it, especially to the vulnerable.",1
"#drmercola &amp; #drfrancisboyl
On the #covid19 #BioWeapon
#lab #wuhan #china 
#arrestfauci #arrestbillgates 
https://t.co/M7oyorkQmc",1
So Lysol kill a version of the Coronavirus...how interesting and I've had this bottle for about a year https://t.co/o15PTfRZGF,1
"Isn't there going to be an entire new ""race"" of people -- the ones that are immune to #coronavirus? They're going to be running the world! I hope they do a good job. Well, they can't be doing a worse job.",1
Why are we acting like cbd is not the cure for the corona virus!,1
"Do you believe this to be true: the #Covid_19 coronavirus was developed in a Wuhan lab intended as a bioweapon to kill citizens in Hong Kong &amp; America (&amp; possibly elsewhere)?

#China #CCP #CCPVirus #CCPLiedPeopleDied #Trump #West",0
China approves 2 experimental COVID-19 vaccines for clinical trials https://t.co/idrvCtUnbm #vanguardnews https://t.co/vBpZC00y1e,1
My dick could shoot out the cure for the #coronavirus and chicks still wouldn’t touch it.,1
"Truth. What we know: #coronavirus is contagious
&amp;deadly
&amp;it originated in Wuhan China.  Thats it. Thats truth. 
Where?
in a highly sophisticated &amp; unique bioweapons lab
in Wuhan, China.. or..
maybe a person ate a snake in a market in Wuhan, China. 
Seriously.
We’re going to ask?! https://t.co/o14NZPUxla",1
Latinos are immune to the Coronavirus #Cornoavirus,1
"Drinking / injecting Disinfectants like Dettol or Lysol cures Coronavirus - Donald Trump says 🙄🙄🙄👍👍👍👇👇👇👇Full video 👇
https://t.co/q4euTXhvnY 👈👈

#coronavirus #Trump #TrumpDisinfectant #BLEACH #TrumpPressConference #TrumpLiedPeopleDied #TrumpLiesAmericansDie #lysol https://t.co/sFKQCRVAws",1
"@realDonaldTrump @VP
Prevent &amp; Cure #CoronaVirus 

https://t.co/GAIrOBxNvu",1
"Sooooo how many y'all put pens and pencils in your mouth while you work? 
Ya lysol that shit too. Go wash your hands. 
#WFH #WFHlife #coronavirus #SelfIsolation",1
This is has to be good news. #Vaccine for #COVID19. https://t.co/1lbUaWtqFl,1
"@BillGates @WHO And yet, here we are Bill in a pandemic because the WHO dropped the ball and continues to do so. Maybe their decision making needs a vaccination to cure them of incompetence. #COVID19 #WHO",0
"I used to play in the abandoned TB hospital as a kid &amp; I’ve come to the conclusions:
1. I’m immune to any epidemic 
2. My grandparents really didn’t like my ass bc they let me do that 😂",1
RT @steveogollaw: PRESIDENT Donald Trump says sunlight kills coronavirus within minutes. Can our local experts confirm this? #COVID19KE,1
RT @ChloeyKnight: if you’ve ever took a shower at boggs and boulders you’re immune to the corona virus,1
"#tidepods breaking news - trump supporters are dying at record numbers because the leader of their fascist regime tod then- eating tide pods, injecting bleach and sniffing Lysol would cure them of #COVID19 - back to you at the moron desk",1
lol I bet if Corona virus would make you bleed out instead of dying from pneumonia you guys would listen,1
