tweet_no,SENTENCES,Golden
1137,"One third of black protestants and nearly half of white evangelical Christians say they do NOT plan to get COVID-19 vaccines, data reveal. Protestant Christianity can kill you apparently.",1
1138,"Large employers in the airline and meatpacking industries are getting permission to administer Covid-19 vaccines, removing transit and time-off challenges for hourly workers https://t.co/TspHAEBZ6Z",1
1139,Honoured to represent EU and #TeamEurope at this morning ceremony for the arrival of the first batch COVID-19 vaccines in Addis Ababa through COVAX. The world will not be free from the virus until everybody is protected. EU and ETH together in the fight for the pandemic. https://t.co/CWzvGE7SKQ,1
1140,"In Palm Beach, Covid-19 vaccines intended for rural Black communities are instead going to wealthy... https://t.co/B09X4TkUUq via @statnews",1
1141,"With the arrival of vaccines, proven safe and effective around the world, we can all play our part in protecting ourselves, our loved ones, and SA. #rollupSA Find out when it’s your turn to roll up at https://t.co/OYQPwNuHYm. https://t.co/Ya7fnYAPWx",1
1142,Arkansans who work in food manufacturing are now eligible to receive the COVID-19 vaccine. Learn more about the available vaccines and find locations where you can get vaccinated here: https://t.co/vliykStzMp https://t.co/8LbMZ0TVIo,1
1143,AFS member @AndreaKitta was just interviewed by @Slate magazine about emergent folklore around COVID-19 and vaccines and how these new stories are impacting vaccination efforts. #folklore #folkloreandscience #folkloreinaction #COVID19 #storytelling https://t.co/mz9ZBSfl94,0
1144,"Several countries in the Americas have received their first COVID vaccine shipments over the past few weeks — not from the U.S., but from China, Russia, and in some cases, India. https://t.co/UQkJ2SnGAo",1
1145,Countries need to move fast if they are to meet the unprecedented delivery challenge posed by the COVID-19 vaccine. We explore how leaders could accelerate their preparation: https://t.co/Wxa1lR2Im5 https://t.co/SeSQdceQr2,0
1146,Vaccines are crucial for all of us – so @eurocontrol is working with @FAANews in the US and @navcanada on the mission of the century for the global air cargo industry to make sure that vaccine flights get top priority in the ATM system. @Transport_EU https://t.co/s9XSVHsK3B https://t.co/bEu2xow3Qu,1
1147,There are now 81 #COVID19 vaccine candidates undergoing clinical trials around the world and three vaccines have moved to phase 3 trials. Learn more via our latest vaccine race update: https://t.co/ETtHP6XmYI,1
1148,"...our modified COVID-19 vaccines...potencial need for booster vaccine candidates... Here we go, system vaccine updates for mutations and variants a galore. https://t.co/63ppUMNybs",0
1149,"ICYMI: New Yorkers age 60 and up are now eligible for the COVID vaccine. The vaccines are safe, effective &amp; free. If you're eligible, book your appointment today: https://t.co/nGVJXXouUG https://t.co/WnOwl0dzhx",1
1150,"America’s COVID-19 vaccine drive is failing to reach Black and Hispanic communities, despite pervasive warnings about their lack of healthcare access and heightened vaccine hesitancy, rooted in distrust of the government and historical medical exploitation https://t.co/gYNenWgZqU",1
1151,Alaska is 1st in US to open vaccines to anyone age 16+. Last week they opened to 55+ &amp; ppl with comorbidities yet still had appointments unfilled. So anyone 16 or &gt; gets a vaccine in Alaska! They had previously vaccinated 25% #OVHealthcare #ONEV1 https://t.co/DtkgBlAcHQ,1
1152,New guidance from @CDC explains what you can safely do after you've been fully vaccinated and which prevention measures to follow. See #HarvardHealth Coronavirus Resource Center to learn about #COVID19 vaccines: https://t.co/pxDXp4czDI https://t.co/yrN8OIjuuh,0
1153,"McDonald’s PH said it purchased close to 100,000 AstraZeneca COVID-19 vaccines. Half will be donated to the government. Frontliners in company-owned stores nationwide will be vaccinated for free, McDonald’s Philippines President and CEO Kenneth S. Yang said | via @JessFenol https://t.co/p1AzyvfHft",1
1154,"Healthworker Twitter, I need your help. Will you please fill this survey on the COVID-19 vaccines by the Johns Hopkins School of Public Health, @NphcdaN and DCL Nigeria. https://t.co/OZ1XEi3728 Thank you. 🥺",0
1155,Pakistan is not planning to buy vaccines anytime soon as it aims to tackle the #COVID19 challenge through herd immunity and donated vaccines from friendly countries like China https://t.co/Va7zblyFD4,1
1156,"The rollout of COVID vaccines in the EU has been hampered by delivery bottlenecks, regulatory issues and bureaucratic hurdles. The EU has been criticized for strategic errors in ordering vaccines. https://t.co/TCjzVbf35J",1
1157,"Maryland providers have administered 1,877,404 COVID-19 vaccines, and are averaging 42,705 shots per day. Phase 1 eligible Marylanders can now pre-register for the state’s mass vaccination sites at https://t.co/MjHeoZnfuj or by calling 1-855-MD-GOVAX. https://t.co/Ob2ZYXYpa0",1
1158,"Health authorities booked 17,210 appointments for COVID-19 vaccines today and 85,904 this week. Each health authority’s total for today (and this week) are: VIHA - 4,468 (14,325) FHA - 5,148 (32,588) IHA - 3,214 (14,368) VCH - 2,434 (18,245) NHA - 1,946 (6,378)",1
1159,The Department of Labor and Employment releases guidelines on the administration of COVID-19 vaccines in the workplace. | via @Ted_Cordero https://t.co/NcP5moxlMS,1
1160,"Today, the #GC provided an update on #COVID19 and #Indigenous communities. 536 First Nations, Inuit and Territorial communities are rolling out vaccines, and more than 162,155 doses have been administered. https://t.co/Pm1Rh7TEQv #AllInThisTogether https://t.co/CiQxSUYYYA",1
1161,"AMC said the roll-out of COVID-19 vaccines and the release of major movies, including Walt Disney's 'Black Widow,' would boost sales this year https://t.co/sQjCekrwQj https://t.co/cVBFbwtBH2",1
1162,Eight countries suspend AstraZeneca COVID-19 vaccines. Concerns first came up after a recipient in Austria was diagnosed with blood clots and died 10 days after vaccination. https://t.co/1RzPjBkiDV,1
1163,"Mayo Clinic research shows messenger RNA vaccines for COVID-19, like Pfizer-BioNTech and Moderna, greatly reduce the risk of spreading #COVID19. https://t.co/uBqLGeuXjR",1
1164,"Latinas and Black women are overrepresented as essential frontline workers but remain far less likely to have access to COVID-19 vaccines. Today, I voted for the #AmericanRescuePlan to allocate $14 billion for the equitable distribution of vaccines. https://t.co/nJdqwVIFQW",1
1165,"At least 37 states and Washington, D.C., now allow some residents with certain health problems to get vaccines, according to a New York Times survey. But the health issues granted priority differ from state to state, and even county to county. https://t.co/WUYHBwQpBi https://t.co/rv25w7cRxA",1
1166,"Among the 37% of Black Americans who say they will not get a coronavirus vaccine, 84% cite concern about side effects from the new vaccines as a major reason, while 74% say a major reason is that the vaccines were developed and tested too quickly. https://t.co/hJUZaRUFxT https://t.co/4qhaykYTHu",1
1167,"Tonight, the House took action to ensure VA can provide COVID-19 vaccines to ALL veterans and caregivers who walk through its doors We must get more shots in arms — our VA VACCINE Act makes sure that VA can. https://t.co/lf53u74FKo",1
1168,‼️UPDATE‼️Very successful day at Fair Park today. We administered a total of 8839 vaccines to Dallas County residents. We are averaging over 1k vaccines per hour. Don’t let your guard down and continue to do your best to defeat COVID-19. @JudgeClayJ @FEMARegion6 https://t.co/oEidQ7265R,1
1169,WEDNESDAY &gt;&gt; @POTUS will host the CEOs of @JNJNews and @Merck at the @WhiteHouse to discuss their historic partnership to produce more COVID-19 vaccines.,0
1170,"There are important differences in the technology employed in the smallpox vaccine and the currently available Covid vaccines, with implications for the immune system. https://t.co/ovNCa32kqs",1
1171,"Celebrating #InternationalWomensDay on Mar 8, 3pm ET. Join AMWA's One World, One War Against COVID-19: Vaccines &amp; Therapeutic Webinar and hear from women physicians in Germany, India, the UK, and the US on each country's approach. Register: https://t.co/ViOWrFHw1K https://t.co/4n9stYtLUD",0
1172,"More 100,000 doses of the COVID-19 vaccine from the Indian government will arrive today afternoon at Entebbe International Airport. The #COVID19 vaccines are #safe #effective and #free @WHOUganda @MinofHealthUG",1
1173,"Join us Saturday March 13th, 12PM – 3:00PM EST for a national forum on all things related to the COVID-19 vaccines and our Black communities. Engage with Black medical experts in a judgement-free forum. All questions welcome. Register here: https://t.co/1BejUOKDmy https://t.co/M1Jam750Ou",0
1174,How Philadelphia's vaccination efforts fell to a startup run by a 22-year-old who took home a bag of vaccines and gave them to his friends https://t.co/sr5hFElQlq,1
1175,"Of the 225m vaccine doses administered so far “the vast majority have been in a handful of rich and vaccine-producing countries, while most low- and middle-income countries watch and wait. @DrTedros @MohgaKamalYanni @Anna_Marriott https://t.co/0lnjWA0crU 1367513526676447244 Thu Mar 04 16:33:26 +0000 2021 18 2,147,388 Londoners have now received their first dose of a COVID-19 vaccine. The total number of first and second doses given up to and including 3 March is now 2,239,161. Vaccines are our way out of the pandemic. When you're offered one, please have it. 1367234970587193349 Wed Mar 03 22:06:33 +0000 2021 18 With rampant COVID-19-caused infections, suffering, and deaths in carceral facilities, one no-brainer step is to pair vaccines with comprehensive decarceration measures. Here’s the argument, laid out by me, @_Eric_Reinhart, Paul Farmer, and @s_keshavjee. https://t.co/zTCelyQjJx 1366775217155166209 Tue Mar 02 15:39:39 +0000 2021 18 Merck will reportedly help produce Johnson &amp; Johnson COVID-19 vaccine shots after failing to make its own https://t.co/oPLyUTcIMm 1364990472490545153 Thu Feb 25 17:27:43 +0000 2021 18 .@Google and @Youtube Get The Facts are proud partners with @AdCouncil “It’s Up To You #COVID19 vaccine campaign. Knowledge is power, and together, we will defeat this pandemic! #GetVaccineAnswers https://t.co/o5xuUXL8AM #Google #AdCouncil #YouTube #Covidvaccine",1
1176,People who have questions about the COVID-19 vaccines or who need help finding vaccine providers and their contact information are asked to call the DHEC COVID-19 Vaccine Information Line at 1-866-365-8110. https://t.co/3IZHm1yO5b,0
1177,Vaccines are available in all 95 counties and administered based upon individual risk and phase. Find your COVID-19 phase by visiting https://t.co/S18ayx6w5Y https://t.co/jpR8Ge9dyR,1
1178,"Acting Army Secretary John Whitley toured Fair Park this Friday. He was joined by Judge Clay Jenkjns and Dallas Mayor Eric Johnson. They discussed the partnership with FEMA, and DOD and the distribution of the COVID-19 vaccines to the local community. @JudgeClayJ @FEMARegion6 https://t.co/rfshsDSIHX",1
1179,"Never buy #COVID19 vaccines online, by phone or from unauthorized sources. These scams can result in: ➡️ loss of money ➡️ identity theft ➡️ the purchase of an unsafe and ineffective product Protect yourself and learn more about COVID-19 vaccines: https://t.co/O8OPUa3bmZ https://t.co/gj0B9VJ9kp",1
1180,"In the research studies of the approved COVID-19 vaccines in Canada, all the vaccines prevented severe disease, hospitalization and death from COVID-19 - that includes the AstraZeneca vaccine. - Dr Daniel Warshovsky @OntarioCollege @UofTFamilyMed Community of Practice https://t.co/4H55WIotQF",1
1181,"Read all about the trade interdependencies in the goods needed to produce, distribute and administer vaccines 👇 https://t.co/l5LPdhuwDy @SorescuSilvia @OECDtrade @AndrenelliA https://t.co/gRsHOQUKx8",0
1182,"The leaders of the Quad countries -- the U.S., Japan, India and Australia -- will meet online Friday for their first summit, signaling their commitment to cooperate in providing COVID-19 vaccines to developing countries. #QUAD #vaccines #Quadsummit https://t.co/E7JgOyrpwA",1
1183,"Good news from Novavax, with 96% efficacy against original COVID strain and 86% against UK strain All vaccines seem to be struggling against South African strain, though Australia has a contract for 51 million Novavax doses, expected late this year https://t.co/j2vyZ54NOV",1
1184,"#BREAKING: Essential workers in public transit, the postal service and funeral homes will begin receiving their COVID-19 vaccines in Maricopa County this weekend.https://t.co/tWIL1TfYhS",1
1185,"The ADH has a map of pharmacies and clinics providing COVID-19 vaccines to those who are eligible, which now includes Arkansans in both the 1-A and 1-B categories. If you are eligible, please call one of these facilities to schedule a time to come in or to join a waitlist. https://t.co/Y7utmpgXcj",1
1186,"“These vaccines are terrific, and I feel very comfortable saying it should change your behavior.” A Q. &amp; A. with one of the country’s leading experts on the coronavirus. https://t.co/RpQIuN6D9n",0
1187,My fellow New Yorkers! Join me and NYC City Councilmember (and Manhattan Borough President candidate) @MarkLevineNYC TONIGHT at 6:00pm for a live Q&amp;A about Covid-19 vaccines and variants. Sign up here: https://t.co/Qw1RbSbI9J https://t.co/Tb7BXE7neh,0
1188,"How Chile built one of the world’s most successful vaccination campaigns - Vox The Latin American country bet big on vaccines and relied on a strong primary health care network. Now, a quarter of the country has had at least one shot. https://t.co/CAjWX8DPH1",1
1189,"In Los Angeles, Dr Jerry Abraham transformed a historically Black hospital into a COVID-19 vaccination hub. Today, he testified in a senate committee hearing saying, We took down every barrier that stood in the way of our patients and their vaccines. https://t.co/SR8SB72gt1",1
1190,"Our COVID-19 Vaccine Clinic at the @KeyBankCtr's Lexus Club is all set for tomorrow's first day of vaccines. Thank you to the Pegulas and @BuffaloSabres organization for partnering with us to open this location, which will vaccinate 1,000+ per day at full capacity. https://t.co/RTT5aQGfEI",1
1191,Very excited to have worked with the amazing @DrSamirSinha and Dr Jennie Johnstone on this comprehensive guidance Q&amp;A on what older 🇨🇦 need to know about Covid-19 vaccines. Please share. Translated versions coming shortly! https://t.co/XfFZ7v90gW,0
1192,"“Only the UK and US are administering sufficient daily COVID-19 vaccines to achieve herd immunity by the end of 2021. In contrast, EU countries would have to nearly triple the current number of daily vaccine administrations to reach the target.” https://t.co/u70uIHi02l",1
1193,"“According to the US CDC adverse incident report, 966 people out of 19,769 died after receiving the Covid mRNA vaccines. This is a 5% death rate. The Covid fatality rate is 0.13%. https://t.co/rM7anRt8yM",1
1194,"UPDATE: Jamaica a short while ago received its first doses of the COVID-19 Vaccine. PM @AndrewHolnessJM, Health Minister @christufton and Foreign Affairs Minister @kaminajsmith along with the Indian HC were on the NMIA tarmac to receive the vaccines. https://t.co/DznuZHFX06",1
1195,"BREAKING: On Thursday, the following people are eligible for COVID-19 vaccines in Ohio: - with Type 2 diabetes - with end-state renal disease - age 50 and older https://t.co/6izPCStI6Y",1
1196,"OU students, faculty, and staff who are part of Phase 1 or 2 of the state's vaccine rollout: @GoddardHealthOU has appointments available for 1st dose of the Moderna vaccine this week! https://t.co/FyOof3AXAC Pass the word along!",1
1197,"New studies of a coronavirus variant that devastated a Brazilian city show that it can reinfect people who have already had Covid-19, and may make vaccines weaker. https://t.co/MNWMLU559h",1
1198,"A good moment to re-up this, by @ZekeEmanuel @celinegounder @mtosterholm @llborio @Atul_Gawande and @RickABright: Take whatever #COVID19 vaccine you can get. All of them stop death and hospitalization. https://t.co/Rk7PGY6wI9 via @usatoday @usatodayopinion",1
1199,There must be a genuine commitment to ensuring equitable access to vaccines both between and within countries @brianwong_ @ASPHERoffice @doctorblooz @JMMartinMoreno #VaccinEquity https://t.co/fS7CszDs3h,0
1200,"Government - “Covid-19 mRNA vaccines are safe”. Translation - “We will never admit, or allow the media to report, there’s a connection between death or adverse reaction and the vaccines”",1
1201,"The US FDA has still not approved the #AstraZeneca vaccine, citing a continued lack of adequate efficacy data. But the US government is still indicating that the 300 million AZ vaccines to be produced on US territory can only be used on Americans. https://t.co/yC1KoAd2S7",1
1202,People respond differently to different treatments and e get why. Treatment regimens are approved based on greater percentage of a population responding to the regimen. And the same applies to the COVID-19 vaccines.,0
1203,"CEPI, @gavi and @WHO are co-leading COVAX, with key delivery partner @UNICEF, to ensure equitable access to COVID-19 vaccines and end the acute phase of the pandemic by the end of 2021 🌍 In just over a week over 10 million doses have been delivered to participating economies 🙌 https://t.co/WBjirJzr93",1
1204,"@ReallyAmerican1 The GOP had no problems giving away $50 Trillion to the 1% from the Treasury as a tax break in exchange for campaign contributions. In 2021 they delay saving American jobs, Covid-19 vaccines and reopening the economy, because it doesn't butter their bread. https://t.co/RP5i01diOL",1
1205,"Join us on Wednesday 10 March at 6.30pm, for a COVID-19: vaccines and pregnancy webinar. We are thrilled to be hosting this update with @RCObsGyn. This event is free to attend and delegates will receive 2 CPD credits. Book now: https://t.co/hAlHlAYyAU https://t.co/YQJQ19AGNq",0
1206,The work to fill the data gap on kids and COVID-19 vaccines is gaining steam. https://t.co/SeBaTgQsu1,0
1207,"“Just as paranoia and misinformation runs rampant today about the COVID vaccine, in the 1970s, vaccines for things like measles and whooping cough were facing challenges of their own” Here’s the story of the surprising ‘Star Wars’ immunization campaign https://t.co/Yb3sowbAER",1
1208,Covid-19 vaccines do not affect anyone's fertility. Mr Rehan Khan a consultant in Obstetrics and Gynaecology said: “There is no evidence to show that having a Covid-19 vaccine affects fertility in women or men.” 👉 https://t.co/A4JZNrArHd https://t.co/qOV2foJMJ6,1
1209,"In the first 2.5 hours of expanding eligibility to those 65 and older, we scheduled more than 15,000 Vermonters for their vaccines. Keep it up! #OutShotVT https://t.co/KaYvmsLE56 https://t.co/Lv3DMmhUkZ",1
1210,"Letter to employers declining the Covid vaccines and ""vaccine passports"" https://t.co/X3MwuPu4Oh",0
1211,"Coming up next week: MEPs will debate the Covid-19 crisis and recovery with members of national pariaments, discuss vaccine production and vote on a strategy for tourism. Details → https://t.co/f6amxzHl8d https://t.co/I7TvkT7Xs2",1
1212,COVID-19 vaccines will go where they’re needed first to protect vulnerable Australians. For more information on the national COVID-19 Vaccine strategy visit https://t.co/g4IbPPSzQn #COVID19 #COVID19vaccines #coronavirus https://t.co/V0pqZz6B9l,0
1213,"In two weeks #COVAX delivered 28.5 million #COVID-19 vaccines to 37 countries. Thanks to the solidarity and commitment of our donors and partners, and to everyone at @Gavi @CEPIvaccines @WHO @UNICEF no country will be left behind. https://t.co/MPnxG1kUnv #OneWorldProtected https://t.co/Ov3g0mN7aD",1
1214,The latest $500-million loan from the World Bank is meant for COVID-19 vaccines for Filipinos and to support public health measures in the country. https://t.co/4YQVj5q6V1,1
1215,At least seven countries in Europe have suspended AstraZeneca’s COVID-19 vaccines or pulled batches after suspicious deaths among recently vaccinated https://t.co/xL4Wg8e4uJ,1
1216,"Biden's Covid-19 relief package provides $14 billion for researching, developing, distributing, administering, and strengthening confidence in vaccines. That is getting ahead of the next issue.",1
1217,"Denmark, Norway and Iceland have temporarily suspended the use of AstraZeneca's Covid-19 vaccine over concerns about patients developing post-jab blood clots, as the manufacturer and the European Medicines Agency insisted the vaccine was safe. #vaccines https://t.co/4bP9VU8wA3",1
1218,¡Hola! @BiancaJoanie and I are helping the public to answer questions on COVID-19 vaccines en ESPAÑOL TODAY at 6 p.m. on Facebook Live with two great experts! pls share with all who speak Spanish and need help getting vaccine info on the spot! @HealthyLH https://t.co/vCjEBpgfg5 https://t.co/DqDIGqS5PM,0
1219,"Equitable, coordinated, rapid access to COVID-19 vaccines for all countries is needed to stop the pandemic. 🌏 @USAID is proud to support the @gavi COVAX facility to deliver #COVID19 vaccines to frontline health workers and at-risk populations worldwide. https://t.co/bkJkMeKDl4",1
1220,"President #Kagame and First Lady Rwanda Jeannette Kagame today received their Covid-19 vaccines at King Faisal Hospital in Kigali. #Rwanda's Covid-19 vaccination campaign launched last Friday has seen more than 230,000 people vaccinated so far. #VaccinesSaveLives https://t.co/hZBJU4ygeu",1
1221,It's been one year since the WHO declared COVID-19 a pandemic. We hope you see the light at the end of the tunnel with the number of approved vaccines in Canada and the expected increase in supply. In the words of our Chief Medical Officer of Health we all must “Hold Fast.” https://t.co/VjkpzlgVGn,1
1222,".@PressSec says there is no plan at this time for the U.S. to send Covid-19 vaccine doses to developing countries. She says Biden is committed to expanding global vaccinations but ""is first and foremost focused on ensuring Americans have access to vaccines as soon as possible.""",1
1223,"Moderna, Novavax and others are seeking tp get ahead of Covid-19 variants by developing vaccines known as multivalent, that target multiple strains. https://t.co/tULbkcPsMt via @JaredSHopkins",1
1224,"Vaccine eligibility is a moving target, and states set rules without solid evidence of who is most vulnerable. California offered shots based on age, but will soon offer vaccines to those with medical conditions after pressure by disability rights groups. https://t.co/ZpesdA6gsz",1
1225,"Khairy Welcomes Private Sector Procuring Approved Covid-19 Vaccines Malaysia aims to achieve herd immunity by Feb 2022, with a target of 160,000 daily doses administered during the second and third phase of the Covid-19 vaccination programme. https://t.co/07k9mq25gZ",1
1226,"Lots of good new COVID information keeps coming in. We can have a life! Hang in there everyone &amp; get the vaccine.Vaccines protect and keep you from dying! Way to go, 21st century medicine &amp;-finally- competent governance/Joe Biden! #DemVoice1 #wtpBlue https://t.co/vxcQ23FagF",1
1227,INBOX: The City of Seattle is opening coronavirus vaccination appointments at its West Seattle and Rainier Beach to all Seattle residents ages 65 and over tomorrow through Saturday. Both sites will administer either the two-dose Pfizer or Moderna vaccines. https://t.co/v7ws0RPxvK https://t.co/6WjqNzRAkW,1
1228,Good summary of three of the vaccines and answers commonly asked questions. COVID-19 in 2021—Continuing Uncertainty | Infectious Diseases | JAMA | JAMA Network https://t.co/DhlbaQfwZ7,0
1229,"The roll-out of Covid-19 vaccines has finally begun in Africa, bringing to the fore another challenge: vaccine hesitancy @dewamavhinga and I share some thoughts on the topic: https://t.co/hDXjlEfvBg",1
1230,"Russia has created front organizations, with ties to Russian intelligence, to conduct a disinformation against US vaccines. They include New Eastern Outlook and Oriental Review (linked to SVR), News Front (linked to FSB), Rebel Inside (linked to GRU) https://t.co/HLpwt6oPU2",1
1231,His projected timeline looks to ongoing tests on the COVID-19 vaccines' safety and efficacy among kids. https://t.co/7POTIOf1jv,0
1232,We have put in place a thorough and fast-tracked process to assess #COVID19 #vaccines. A similar process was used in 2009 to review and authorize the H1N1 vaccine. Learn more here: https://t.co/2BAFzIADpa #COVIDVaccine #VaccinesWork https://t.co/NRmbqCvy7H,1
1233,Russia is mounting a disinformation campaign against Pfizer's Covid vaccine https://t.co/JWrmQ117uj. And idiotic comments in the West have already harmed the AZ one.,1
1234,The first #COVAX delivery of vaccines arrived in #Ethiopia today. 2.2 Million doses through #TeamEurope and the international partnership established to ensure equitable distribution of #COVID-19 vaccines around the world @EUinEthiopia @EleniKyrou_ @BNMarkussen #AUEU https://t.co/6q1MKWgDPi,1
1235,"Received first shot of Covid-19 vaccine today. It is essential that all front line workers, persons above 60 years and persons with co-morbidities above 45 years get themselves vaccinated. #StaySafe @diprjk #CovidVaccine https://t.co/xKZ4zwIwcA",1
1236,"I wanted to help Americans find vaccines. And we did it. So proud of everyone who came together to make this work. Appointments at 1000's of locations, tracked however we can make it happen. Go team! https://t.co/zcKC1IjGhR",0
1237,"VACCINE UPDATE | All Florida K-12 teachers, school employees and other child care workers can now get COVID-19 vaccines at these locations: https://t.co/DRviOESLQK https://t.co/9ReyYpzIKu",1
1238,🔴 Press Release Coalition of International NGOs Call for Equitable Access for Vaccines and Treatment during #COVID19 Pandemic ➡️ https://t.co/iZZkxYVQYb #NGO4VaccinEquity #VaccinEquity https://t.co/T200zR2xGB,1
1239,"India gave vaccine to Canada, then the people there expressed gratitude to India in such a way that the people of Canada took out the rally with Indian flag 🇮🇳 in honor of India. #Covid_19 #COVID19Vaccine #COVID19Vaccination #CovidVaccine https://t.co/vQm1rPzcnV",1
1240,"The best vaccine is the one that is available. This statement was by Dr Tony Fauci (USA) in the context of Pfizer, Moderna and J&amp;J vaccines being available to the population. https://t.co/6aDsIqP7Yt",1
1241,"In partnership with CDC, Walmart and Sam’s Club pharmacies can now accept and administer federal allocations of the COVID-19 vaccine through the U.S. Federal Retail Pharmacy Program announced earlier today. https://t.co/KSvh3aQJqQ https://t.co/eZVmVOYCpm",1
1242,"No one is safe until everyone is safe 🌍 COVAX has so far shipped over 28.5 million COVID-19 vaccines to 37 countries, with more arrivals due in the coming days and weeks 🙌 @gavi | @WHO | @UNICEF Follow our partner @gavi’s live blog for more ⤵️ https://t.co/wxVTreIa8V",1
1243,Meetings of the WTO Council for Trade-Related Aspects of Intellectual Property Rights have ended once again with the U.S. and other rich nations objecting to a proposition which would ease IP restrictions on life-saving COVID-19 vaccines and treatments. https://t.co/cvCwGMh0nV,1
1244,"Last week Dr. Mandy Cohen, NCDHHS Secretary, got her one-shot J&amp;J COVID-19 vaccine. NC is fortunate to have 3 tested, safe and effective vaccines that help protect people from COVID-19. When it's your turn, make sure you get your shot! https://t.co/LzR1eHzhEi",1
1245,"♦️Frequently Asked Questions about COVID-19 Vaccination are answered! ♦️For example, you need to wait 14 days between getting this vaccine and your flu vaccine. ♦️Here’s lots of great helpful information for you! https://t.co/czZraADMS8 #Dems4USA #CovidVaccine",1
1246,"As COVID-19 vaccines become more available, concerns still remain for many in our community. We know there is medical mistrust, and we’re here to answer your questions. https://t.co/tGq05TKASk",0
1247,Several former presidents and former first ladies are appearing in a national ad campaign aimed at building confidence in COVID-19 vaccines. https://t.co/BKjRrPyJb0 https://t.co/cLAUylXbGY,1
1248,We are urging the @GovCanHealth and the provinces to swiftly approve @AmylyxPharma's groundbreaking therapy AMX0035 for Canadians living with ALS. Fast approvals for COVID-19 vaccines proves this can be done: https://t.co/gsT1Qvkrq8 @globeandmail @CBCNews @CTVNews @globalnews,0
1249,"JUST IN: Next week, State of Michigan will receive 11,400 Johnson and Johnson COVID-19 vaccine doses 98,200 first dose Pfizer vaccines and 133,380 first dose Moderna vaccines will also be received Total vaccines next for Michigan (J&amp;J plus first and second doses): 474,560 doses",1
1250,"Scots aged 60-64 and have yet to receive a Covid vaccine appointment letter, I would encourage you to call the vaccination helpline 0800 030 8013 (option 2). I found out mine is next Monday and I'm still waiting for my letter! #CovidVaccine",1
1251,"We're about to kick off our COVID-19 Vaccines Q&amp;A event, hosted by @r_e_e_t_a_, with @drmbrady and Dr Luke Wookey. You can tune in live on YouTube here - https://t.co/D0X9GYNdO1 https://t.co/wXEqEQD13c",0
1252,"Former Presidents Carter, Clinton, Bush and Obama taped an ad campaign urging all Americans to get their Covid-19 vaccines when they become available to them. It shows images of the four former presidents and first ladies getting their own Covid-19 shots. https://t.co/kuZSAs5L95",1
1253,"@hector_drummond @JamesDelingpole And latest research linking COVID vaccine to CJD, BSE and Alzheimer. A massive long term neurological time bomb. https://t.co/Bn3uwtgrzO",0
1254,"My parents in law, in their 70s are called in for their Covid vaccine shots today. Vaccines are safe and effective, please encourage your elderly to trust the process. Together we can fight and win against this pandemic.",1
1255,"Worth a watch: @FT have pulled together a great in-depth look at the economics of vaccines and how COVID-19 is changing everything, featuring @BillGates, @adarpoonawalla and our very own @GaviSeth: https://t.co/jHCE2YmeN9",0
1256,Brawling Over Vaccines: Export Bans And The EU's Bungled Rollout https://t.co/jJPv6TQTwH,0
1257,"Monday, March 15, 7-8:15pm EDT: Join us for a virtual conversation exploring the safety, efficacy, and acceptance of the COVID-19 vaccines. Moderated by: @VBKerry Featuring: @akapczynski @DrOnyemaOgbuagu @SaadOmer3 @jasonlschwartz @SVermund RSVP: https://t.co/dlPoYuCob3 https://t.co/9FfFI3yvku",0
1258,"At the #HRC46, Mexico 🇲🇽 made a joint call to ensure that #COVID-19 response and recovery measures protect the #humanrights of all #migrants and guarantee the equitable access to healthcare and vaccines for migrant populations. We thank the countries that joined this call. https://t.co/0ftU6q0I8o",1
1259,Big day today! The PNG Government has signed off on the regulatory approval needed for the #COVAX Facility to bring in the COVID-19 vaccines to #PNG to receive the AstraZeneca/Oxford vaccine and is making detailed plans for its deployment and use across the country. https://t.co/YmHXl1SPP8,1
1260,Good news. Acute Allergic Reactions to mRNA COVID-19 Vaccines are very rare and so far non-fatal. https://t.co/xrZc3ilLi0 via @JAMA_current https://t.co/hPpXVvQ1Dx,1
1261,"As a member of @ETHPnews, we’re proud to share we are operating two #COVID19 Immunization Clinics that, this week, will administer vaccines to eligible priority populations in #EastToronto, including health care workers and adults 80+. Learn more: https://t.co/t890KePvBG https://t.co/We2EdhFitS",1
1262,Fear of needles and images of giant syringes may keep many people away from getting their Covid-19 vaccines. https://t.co/ACAf0N7zaV,1
1263,Covid-19 vaccines are safe and effective. Covid-19 vaccination is the safest way to protect yourself from Covid-19 illness.@jidesanwoolu @drobafemihamzat @gboyegaakosile @gbenga_omo @Mr_JAGs #TakeResponsibilityLagos #MaskUpLagos #LASG #YourHealthAndYou #ForAGreaterLagos https://t.co/SYCP8G2t0o,1
1264,"Getting [COVID-19] vaccines to Accra, Abidjan, and cities all over the planet is a vital first step to defeating this pandemic. Now the real test of whether we can achieve vaccine equity begins. https://t.co/jy20NKbemz",1
1265,"March 3, 2021 Lude Media 1. Navarro Tweeted Covid-19 is CCP’s biological weapon and Vaccines could not solve the virus. 2. In an internal letter president of Harvard expressed his gratitude again to CCP’s Evergrande Group for its donation of $115million. https://t.co/xP0xIr5KH3",1
1266,"#Palestinians and their Twitter provocateurs excel at two things, fomenting #Terrorism and lying. We must fight these lies with the facts, regardless of how often they need repeating. The latest anti #Israel lie by this vulgar crowd is the Vaccine Libel: https://t.co/KDLI8a0CKJ",1
