SENTENCES,Golden
@DiamondandSilk There is some talk that the vaccine has a chip in it.  Bill Gates partnered with China in development of vaccine.  Maybe it is true!,1
"@Dr007KillShotQ2 @TheNewsNow2 @NewRightNetwork Two Chinese dissidents were caught stealing the coronavirus from a Winnipeg Virology Lab in Winnipeg Canada last year. They shipped Coronavirus to Wuhan, the home of China's Bio Weapons research!",1
@politicususa Do you have to drink Trump wine? Is that the only kind of alcohol that cures Covid?,1
"This is a great opportunity for #Pakistan to be 1 of the 1st countries in the world, in collaboration with #China, to begin clinical trials of #COVID19 vaccine.
 
 Once trials prove successful, #Pakistan could be 1 of the 1st countries with a widely available vaccine for #COVID-19 https://t.co/n9ncxCCfyG",1
Good news! China approves inactivated #COVID19 vaccines for clinical trials https://t.co/aGPTALoC0U,1
RT @ChuckWendig: When the cure really is worse than the disease:,1
If you ever ate here you are immune from the coronavirus. https://t.co/dARu5Psmak,1
"So the guy the #FreedumbFighters follow suggested injecting clorox or lysol will cure or prevent #Covid19 while his folowers call the nurses fake? Makes sense. #Freedumb
https://t.co/TT6mTmdOqD",1
If you told me on New Years that within 3 months of 2020:                                -Kobe Bryant is dead -We’d be quarantined from COVID-19 -Schools and sports are shut down -Tom Brady is a Tampa Bay Buccaneer   I would’ve legitimately thought the world was ending.,0
"CNN – Cohen plea deal MSNBC – Cohen plea deal Fox News – Are cats becoming too tall? — Fred Delicious (@Fred_Delicious) August 21, 2018",1
"haven't you heard about the new world order than has been in effect for decades? culling 90% of the population. started with AIDS, bombings, shootings, bringing in illegals and gangs, now the bio weapon created in wuhan, china culling the herd. where have you been? under a rock?",1
They are immune to coronavirus https://t.co/t3nG2lutgx,1
"As we saw over the wkend, disinfo is being spread online about a supposed national lockdown and grounding flights. Be skeptical of rumors. Make sure you’re getting info from legitimate sources. The @WhiteHouse is holding daily briefings and @cdcgov is providing the latest.",0
"Why is CDC's data on US cases lagging behind other entities (including WHO)? Why are we only learning from the AP about a reported CDC recommendation that older Americans not fly, and that the White House blocked CDC from publicizing that recommendation? https://t.co/6j1Cael8ZR",0
"Justin Trudeau’s left eyebrow detached after meeting Trump — so what? These days, who doesn’t wear fake eyebrows? pic.twitter.com/EZTeYllCrH — Mike (@Doranimated) June 10, 2018",1
"RT @mywillbeheard: If you ever drank from the manguera as a child, you’re immune to the corona virus",1
"Women's bodies fight viruses harder @BBCRadio4 #MoreorLess. Having two X chromosomes strengthens the immune system, possible to protect the future: women are born with a finite number of eggs, while sperm constantly replenishes. This could explain higher male deaths #Covid19.",1
"….In addition, I want to meet not only my accuser, who presented SECOND & THIRD HAND INFORMATION, but also the person who illegally gave this information, which was largely incorrect, to the “Whistleblower.” Was this person SPYING on the U.S. President? Big Consequences! — Donald J. Trump (@realDonaldTrump) September 29, 2019",1
If you believe a black man kneeling to peacefully protest racism dishonors veterans but Donald Trump stealing $2.8M in charity from veterans doesn't - you need to stop disguising your racism as patriotism.,1
Kids who grew up playing outside  drinking out that water hose immune system is to strong to catch that coronavirus,1
"Carry aerosol lysol
Anyone coughing on or dissresecting essential workers gets a fat blast to their eyes
#COVID19 https://t.co/PjiCEEXrlH",1
"@AgnesCPoirier @nickhebditch If alcohol can be used to sanitise externally, surely it must have to same effect internally 

I'm sure there is some research to suggest (even if it can't cure) that consuming alcohol reduces the risk of  #coronavirus #COVID  atleast say 70%",1
"The infiltrate to the U.S. bioweapons who produced &amp; sold the #Coronavirus to #China. #CharlesLieber, also infiltrated as head of the chemistry &amp; biology dept at Harvard University. He was arrested according to sources.
@GeorgWebb @Cobleone
👇👊💥 https://t.co/Apto0dGOCO",1
@SahilBulla homeopathy has cured Coronavirus apparently,1
"Found out that at least half of the protesters didn't even vote. Huh? Why are you protesting if you didn't want to vote? — Positive Learner (@PositiveLearner) November 17, 2016",1
"@NEJM #Eradication of #covid19 is simply a unwordly target. That's Second Millenium thinking. #SARS_CoV 2002 could eradicated on it's weaknesses: too deadly &amp; transmission after symptoms occured. But both ongoing pandemics #HIV &amp; #covid19 have aquired powerful ""skills"" during undected. https://t.co/qYnpM5qBes",1
RT @meganbrownlee37: When I was 17 I crawled on the ranch bathroom floor so yes I am immune to coronavirus,1
"@TheWr1teStuff @3illSweet Right up to and including injecting themselves with bleach bc ""Dear Leader"" said it was a cure for #COVID19. 🙄",1
"@CNN The vast amount of infections are mild. People recover.

The ones who died may have been working or patronizing the “wet markets”? They probably took in a higher dosage of the virus, including those with weak immune systems? 

Let’s see what happens outside China.",1
"The first #COVID19 vaccine to be tested in people appears to be safe and able to stimulate an immune response against the #coronavirus, says its manufacturer. https://t.co/n4As1elMXB",1
@Inevitable_ET Another cure for #coronavirus #CoronavirusOutbreak #CoronavirusOutbreak Infrared Sauna will kill the #coronavirus  The virus cannot survive the heat. Why won’t the news tell us? https://t.co/dhoNcXCuwj,1
#AntibioticResistance will likely be an inevitable conclusion of #COVID19 - not only for bacterial causes of pneumonia but also for diseases we may not think of immediately https://t.co/AcE9ICs61R via @sciam #AntibioticStewardship,1
how should we approach potential covid19 cases heres a infographic i made based on the 09 mar 2020 guidelines of the dohpsmid taskforce hopefully this helps us hcps as we face the growing threat stay safe everyone,0
@jessradio @GingerGorman Fingers crossed it is. Could well be. We just had a cold run through our place. Not Covid19 - just a cold. Still annoying especially with little ones.,1
"@DrTedros So you predict that the worst is yet to come, but then you don't say why or what do you mean? Does that create honesty? security? transparency? hope? ... totally ineffective and obscure the message!",1
i wish all these quarantined officials the best but the turnabout of this years cpac from a multiday covid19 trolling event to a vector of the contagion is something that would scarcely be believable in a movie script,1
"BOOM! Wikileaks Confirms Hillary Sold Weapons To ISIS. https://t.co/qLXGf7QlFg— Ricardo Szemat (@ricardoszemat) October 12, 2016",1
"Epidemiologist Marc Lipsitch, director of Harvard's Center for Communicable Disease Dynamics: “In the US it is the opposite of contained.' https://t.co/IPAPagz4Vs",0
"@Trikxx_ glad for you, guess you are immune to the wuhan virus👍",1
"If you have Corona virus and you struggle to breathe, try asthma inhaler...gives u quick relief but not a cure!!!#COVID19 #COVIDー19",1
"@realDonaldTrump suggests medical experts should look into whether humans can be injected with disinfectant etc or be exposed to uv rays to cure #COVID19 so, after you Donald!! Ffs! Stupid doesn’t even cover it! https://t.co/5ed85oyGNW",1
this probably cures the coronavirus https://t.co/NjRcrlb7DM,1
"I can’t believe this needs to be said but DO NOT DRINK BLEACH. 

QAnon Conspiracy Theorists’ Magic Cure for Coronavirus Is Drinking Lethal Bleach https://t.co/1cBbSYTJGR",1
Just we safe to corona virus only on wth care no any cure is better than care #CoronaVsRoleOfMedia https://t.co/5tNj8tD797,1
@Narayanan3 @Narayanan3 pls u shut ur mouth until #COVID19 will cure.Dont try to spread poison among people in this crisis time.,1
"Chinese researcher escorted from infectious disease lab amid RCMP investigation

This story came out in July 2019
I shared it with my followers 

Bio weapon?
Was its release intentional?

#ChinaLiedPeopleDied 
#ChineseWuhanVirus 
#ChineseVirus  https://t.co/iPMcxQLSKC",1
"it’s important to stay away from dangerous transmission vectors“in this case, mainly the internet, which is full of fake cures for #coronavirus,” such as boiled garlic or drinking bleach.",1
"Chef Jeff Goldblum in Australia launching his restaurant truck. No wonder line so long, he’s chatting to everyone pic.twitter.com/26Zf5Q26IA — alex dunnin (@AlexDunnin) April 26, 2017",1
@srikanthbjp_ Cocaine kills corona virus.,1
"Seriously folks, inject disinfectants to treat #COVIDー19 endangering lives with his unhinged cures and remedies! https://t.co/VnYXSWRR89",1
"Isn't there going to be an entire new ""race"" of people -- the ones that are immune to #coronavirus? They're going to be running the world! I hope they do a good job. Well, they can't be doing a worse job.",1
anyone over 5’9” is immune to the corona virus,1
"Leader of the free world says to inject yourself with #disinfectant to cure #COVID19
... https://t.co/KBWaOyPRxr",1
@Imamofpeace @Desmola Boko haram have become so bad that we can call them a cancer.  #COVID19 is the cure infect them already.,0
Exciting news on the #COVID19 vaccine front! https://t.co/K442aMj1wN,1
If the cdc wants me to stop touching my face then they should come up with a cure for all these scabs,1
Is the CDC finally going to inform all of us this virus is a Chinese bio weapon? https://t.co/gbGvm7HVWO,1
"@delmoi @Maxwell_Edison1 @LAURENCEJAMS @neiltyson But people CAN get pneumonia without having COVID...
So why can’t you also get it when you have it? I don’t get that logic.",1
@ShirishPatwa @NBCNews Remember the unknown pneumonia related to vaping in Sep2019? It was Covid19,1
@ColinDelia68 I hear that looking into the sun kills coronavirus.,1
Why are we acting like cbd is not the cure for the corona virus!,1
"Victoria and I care deeply about our fellow Houstonians. Lakewood’s doors are open and we are receiving anyone who needs shelter. — Joel Osteen (@JoelOsteen) August 29, 2017",1
"Any person in power, who suggests the injection of disinfectant into the body as a cure to covid 19, should be taken away in a very stiff white suit! #DonaldTrump #DontDrinkBleach #COVID19  #Covid_19",0
"#TraitorTommy @TomCottonAR scared of his constituents calling so he’s sending out cease and desist letters. You’re too 🐔 to lead CIA if you can’t even listen to constituents! #arpxpic.twitter.com/N1HAGCmbW6 — Ozark Indivisible (@OZRKIndivisible) January 18, 2018",1
Chinese billionaire claims China will admit that Coronavirus was leaked from a bio-weapons lab.  Zombie Apocalypse incoming... https://t.co/98MieckRIh,1
What about cocaine https://t.co/6qGIIfwl7A,0
"That, of course, would require China to admit to the espionage and manufacturing of bioweapons. We'll see.",0
"i should have known, he doesn’t promote things unless it benefits himself. if he owned jello he would tout it as a cure and sell it #COVID19 #covidmuderer #impotus https://t.co/bEi3OLetEO",1
"“it’s the coronavirus”

“no, it’s cocaine”",1
RT @AJEnglish: Scientists in China and other countries are working on developing a #coronavirus vaccine. https://t.co/VDKBtHHATr,1
"@BSGnoARfjTlhXLt #China has started to develop a #vaccine for the #coronavirus after successfully isolating the first strain of the virus. 
Drug screenings for the virus are also underway. https://t.co/ncJ4m5ACuT",1
I think the cure to coronavirus is to garnish it with Lyme disease,1
"Corona ka cure:put olive oil drops in nose,
 #Waqarzaka #headphoneshow",1
"Why does Lysol, invented back in 1889 say it kills coronavirus?? 🤨🤔 https://t.co/0rlgg8luzs",1
"We need to change the name Cracker Barrel to Caucasian Barrel. I find the word ‘cracker’ highly offensive. — Tyler Lovett (@DontYouLovett) July 10, 2015",1
RT @stand4honor: Justin Trudeau approved transfer of lethal virus to Chinese bio weapons lab in Wuhan..??..!!..Geezus!!,1
@POTUS why not a #uv #analprobe to cure the #CoronavirusPandemic why don't you try it out and let us knowI'm also hearing it if you drink your urine it could turn you orange #COVID19 #MAGA @realDonaldTrump #FailureInChief,1
BOMBSHELL: Taxpayer-funded NIH funneled $3.7 million to #Wuhan virus research lab believed to have engineered the #coronavirus bioweapon https://t.co/Orl0DzrM1u,1
"If the #China has waged #biowar and #ChineseVirus is it's #BioWeapon then super powers like #UnitedStates will initiate counter attack against China which will trigger #WW3 in full swing. Is #Coronavirus #MadeInChina 's Wuhan Lab?
 #ChineseBioterrorism https://t.co/AvIMjKkrtH",1
@Gm0neyy_ Corona virus symptoms are similar to pneumonia,1
@spectatorindex To me coronavirus is cultured bioweapon virus from laboratory to weaken China economy and for commercial purposes by dark pharmaceutical company for vested interest.,1
"Thank You #CARESAct but I got a favor to ask... Please please please do NOT let @realDonaldTrump
speak to @JoeBiden on the #CURESAct 🤦‍♀️or #CoronavirusPandemic 

VIDEO
Joe Biden Confuses the Cures Act with the CARES Act
https://t.co/0a0a9X7Ezc",1
congress gen secy ms asks people not to panic dont spread fake news take precautions and wash hands corona,1
Copper Kills Coronavirus. Why Aren’t Our Surfaces Covered in It? https://t.co/gQw2QRJZOn #covid19 #ncovid19 https://t.co/nr989tCIF6,0
Hit me uo for the cure guys. #BLEACH  #Trump #Covid_19 #lockdown https://t.co/9CsQTNO3IX,0
"#Coronavirus #Covid19 #FauciKnew
 BOMBSHELL: NIH KNEW ABOUT CHLOROQUINE
 Did they know cures for #coronavirus and wanted to ban the treatment so all could get vaccinated or Die??? 
 https://t.co/X4l5WdXJJs",1
"The @kwaragovt has dismissed claims making wave across the state suggesting that a local delicacy of yam flour, popularly referred to as ‘#Amala’, cures the #COVID19 infection.
 
 https://t.co/vG1DEuNY00
 #coronavirus 
 @Gidi_Traffic",1
@SirHenryKau Lol so soldiers are immune to #Covid_19? Why are they touching him? This is dumb on their side.,1
breaking trump is stalling the release of a us intel report that warns that the us is not ready for a global pandemic the report was written before covid19 hit the us trump knew we werent ready and he hid it this is huge,1
"Koolaid is the gateway to bleach. I'm not going to try to talk them out of it. 

Trump-loving conspiracy nuts tout drinking bleach as a ‘miracle’ cure for coronavirus https://t.co/ccG3JK4BF0",1
"When virus knocks at your doorstep, an ounce of prevention is worth a pound of cure. 
Take preventative measures today to stay safe and healthy. 

#CoronaVirus #Precautions  #3MLittmann #LittmannStethoscope #Health #Wellness #Doctor #DoctorLife #Nurse #Nurselife #Medicine #Safety https://t.co/fIRAADprD4",1
RT @thedaviddoes: Beyoncé coming to drop the savage remix to cure our coronavirus depression https://t.co/1O9fOdbSZj,1
"@TMZ @TooFab will they cure the #coronavirus ??
if not then GTFOH🖕👎",1
"@SE25A @astroehlein @pumpkindropoff A bioweapon virus is.
#ChinaVirus 
Should you not wake up and still speak for China blindly, you will be the next one killed. 

https://t.co/tLVWGTFgJb",1
RT @Izzy262800: When you find out Mexicans are immune to the corona virus #Cornoavirus https://t.co/Pjp4BgA5nW,1
damn. all that cocaine &amp; bleach i wasted tonight https://t.co/aPaSrKudn0,1
@ZekeJMiller @maggieNYT I agree - More Trump rallies are needed! The more the merrier! They are perfectly safe. All supporters are automatically immune to the coronavirus. It’s a wonderful thing,1
"@ChelseaClinton since you approve of genital cutting (genital mutilation) when will your daughter be getting her genitals cut? — J T loves COVFEFE (@JodiTarvin) April 27, 2017",1
coronavirus altnews founder shekhar gupta and others spread unverified claims by a fake twitter account,1
"Polls are starting to look really bad for Obama. Looks like he’ll have to start a war or major conflict to win. Don’t put it past him! — Donald J. Trump (@realDonaldTrump) October 17, 2012",1
@realDonaldTrump: “Now we’ve got to focus on drugs.”  Meaning #Narcotics. Not #coronavirus cures. #WhereAreTheTestKits ???,1
"The antiviral drug remdesivir prevents replication of the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) by inhibiting RNA replication. 
https://t.co/emMMHhs28d
#Remdesivir #drug #novel #coronavirus #replicate #covid19 https://t.co/3IJM7p2PZH",1
RT @bbranmarie: if you survived all the city of atlanta boil water advisories while attending gsu you are immune to coronavirus,1
"The #coronavirus vaccines are being developed by a Beijing-based unit of @Nasdaq-listed Sinovac Biotech , and by the Wuhan Institute of Biological Products, an affiliate of state-owned #China National Pharmaceutical Group. https://t.co/eI8s5AIGUe",1
the cdc says between 10 million and 45 million americans get the flu each year which means a death rate below 07 if 546 americans have covid19 so far and 22 have died thats a 4 death rate you see the difference what if 10 million americans get it or 45 million,1
"Is the #coronarvirus a man made bioweapon?  The possibilities increase as Lancet confirms Chinese labs released Coronavirus strains 4 times, 5th case confirmed in US.
@libertytarian @OffLimitsNews @DewsNewz @iinfowarsstore @InfoWarsMedia @TonyArterburn 

https://t.co/iqUwJLYxwH",0
RT @PirateAtLaw: No no no. Corona beer is the cure not the disease https://t.co/fnba2fr2m2,1
"@robbedjan @trixiemattel Cure/preventative treatment for #covid19 #ARTEMISININ the active ingredient in the controversial yet brave, #madagascar #covidorganics found in #MUGWORT, &amp; most abundantly #ARTEMISIAANNUA a.k.a #SWEETWORMWOOD Do your research &amp; please help spread the word! https://t.co/l2xImzGYE3 https://t.co/sCbm8kKmWZ",1
@MichaelSholler2 Red states think that they are immune to the corona-virus.  That's why.,1
"@Ph03n1x24 Bleach and Lysol kills coronavirus. World societies need to quit eating abhorrent foods like dogs, cats, bats, monkeys, etc.",1
"Did I miss something? What is the deal with toilet paper?
 Is it magical? Does it cure coronavirus? https://t.co/tkrxFLv8l6",0
"If Hydoxychloroquine cures #COVID19, then Dogon Yaro will certainly cure it too. @NCDCgov pay attention to that and do some testing. Do not be waiting for white people to tell you everything you should do.",1
with a heavy heart due to the massive growth of covid19 confirmed cases in the philippines the management and the organizers has decided to postpone tharntypemanilafanmeet on a later date,1
"For all those that think a vaccine for #COVID19 is a good idea ask yourself one question. 
Why would we need a vaccine when Hydrochloroquine has been proven to not only fight the virus but to cure it. 
The answer: the vaccine has nothing to do with the disease.",1
"The stable genius suggested Dr. Birx research injecting people with disinfectants &amp; UV light to cure #coronavirus.  😱🤪

#TrumpIsAnIdiot #TrumpIsNotADoctor #UnfitPresident https://t.co/nRbERwHX4N",1
@fourth_turning @gspphoto @TheoKeith I guess that unlike those of us who are human you are immune from #COVID19,1
"Just tryna stay safe, one Lysol bottle at a time. #lysol #disinfectant #COVID19 #coronavirus #CoronaVirusUpdate https://t.co/kWZr8Z667k",1
"@LSW126126725 sadly for you, they will find a cure for #covid19 before they find a cure for stupidity",1
"@realDonaldTrump, @HHSGov #WeThePeople NEED THE TRUTH about is there a #Cure for #covid-2/#SARS to PREVENT the #COVID19 disease????",1
my bihun sup aint perfect without sambal hitam,0
@mitchellvii If someone dies of the flu or pneumonia they're probably attributing it to #COVID19 without any proof because the symptoms may be similar.,1
"Lance Gooden: Allow DOJ to Investigate China for Coronavirus Bioweapon
🤔 https://t.co/3cTPSGMuKW",1
Some great news! #COVID19vaccine https://t.co/bg6osEykzy,1
RT @MadsEMarks: If you ever went to Fun Land as a kid you’re probably immune to the Coronavirus,1
Need more proof that the #CCP is weaponizing the #CCPVirus? UW Medicine halts use of CCPVirus testing kits airlifted from #China after some had contamination. Now you have to test your test kits if it was #MadeInChina. #ChinaLiedPeopleDied #Bioweapon  https://t.co/nRE7Gq9b8x,1
People who drank Boone’s Farm as teenagers are immune to the Corona Virus - I knew this would pay off eventually!!,1
"Nigerians are immune to the Coronavirus, didn't you get the spiritual revelation? https://t.co/urMzPyFk5V",1
@selenagomez @lupusfoundation #Lupus RX #Hydroxychloroquine is hard to find during #COVID19. People are suffering without this drug. Valor Compounding Pharmacy has secured the drug and can dispense to patients with a valid Rx. Please help us spread the word. #WithoutMyHCQ,1
"Thanks to @BarrettBrown_‘s Pursuance Project and the #DeepStateFiles they released we now know the truth about The Clinton Foundation — WikiLeaks (@wikileiks) December 26, 2017",1
"PSA: Vinegar is delicious, but it does not kill #COVID19. 
(someone told me it would)",0
"The #Coronavirus Cover-Up: @kapskom

“How the West’s fear of appearing racist obscures the blunders at the beginning of this outbreak”

via @amitvarma @TheCriticMag https://t.co/QvMYxbmVj9",1
"This is a Great example what NOT to do to promote #cashgrab #freespeech
 The coronavirus is CURED by booze!? w/ guests https://t.co/XP1gsAJb94 via @YouTube",1
@impuni @SreenivasanJain Better to be infected with #Corona  than read or see @ndtv . Because #coronavirus  has tremendous chances of getting cured but your anti national agenda is worse than death.,1
hungarian justice min sends bill to parliament state of emergency til end of 2020 rule by decree parliament suspended no snap electionsreferendums spreading fake news and rumors punishable with up to 5 years in prison covid19,1
the thing anyone under age 50 has to realize is that were probably not gonna die from covid19 but we will absolutely be the vectors who spread the disease around to old people who will die which is why we gotta take precautions too,1
"When @realdonaldtrump suggests ingesting disinfectants, that's when the cure is worse than the disease. @GOP #Covid_19 #25thAmendmentNow #callthepolice #soundthealarm  #weareallgonnadie",1
"@gmanews @Joseph_Morong bacteria that erodes the body. But what if we suddenly got a serious pandemic?, Well to this question if the virus is carried through air or person to person transmission it is very much fatal but what if we reverse the situation and create a random idea such as making a cure",1
"Dear America: You are waking up, as Germany once did, to the awareness that 1/3 of your people would kill another 1/3, while 1/3 watches. — Werner Twertzog (@WernerTwertzog) August 23, 2017",1
".@Macy’s is a big contributor to @PPFA . Anybody against Planned Parenthood should boycott racial profiling Macy’s. — Donald J. Trump (@realDonaldTrump) July 25, 2015",1
On seeing a video from someone in the 🇺🇸 who has shown that his can of Lysol can kill any virus at a rate of 99.9% including #coronavirus I asked my friends to check their Dettol products. Low and Behold it says exactly the same! https://t.co/aqmwIkjEl7,1
"@Valentinemlamb1 @MzwaneleManyi @DDMabuza @DrZweliMkhize The recover the same way you do with normal flu. If you are young with strong immune system and have no underlying illnesses, the antibodies you develop defeat #coronavirus.",1
just in three tsa officers at sanjose intl airport have tested positive for coronavirus tsa all tsa employees they have come in contact with them over the past 14 days are quarantined at home sjc airtravel full statement,1
RT @traciescowden: if you ate those purple flowers that taste like honey as a kid you’re immune to the coronavirus,1
"Direct from your mouth, “If soldiers were real patriots, they will not take a pay raise” Wow🤔 How unthoughtful coming from a 5 Time draft dodger who was scared to wear the uniform 😡😡😡 — John Hobbs Jr (@HobbsAnimations) August 15, 2018",1
"What should Tide PODs be used for? DOING LAUNDRY. Nothing else. Eating a Tide POD is a BAD IDEA, and we asked our friend @robgronkowski to help explain. pic.twitter.com/0JnFdhnsWZ — Tide (@tide) January 12, 2018",1
Do You Think That #Covid19 is a #BioWeapon Developed By China. Please Retweet This Pole and Also Give Your Opinion. I have My Own Ideas and I want To Know What The World Thinks. #ChinaMustExplain,1
"#Lysol had to warn people NOT to inject disinfectant after I suggested doing so MIGHT cure #CoronaVirus!
EVERYONE says doing that is INSANE &amp; probably DEADLY but it makes sense to ME &amp; nothing says #StableGenius like encouraging scared people to poison themselves!
#TrumpCult",1
RT @Alt_FedEmployee: All those brilliant kids who ate Tide pods are now immune to Covid-19,1
"RT @WhosAli5: What if the cure to corona was eating ass, maybe thats why im immune",0
"@narendramodi @HFWOdisha @skilledinodisha @Naveen_Odisha In absence of a cure for #COVID_19, the observation of massive #lockdown and social distancing are the preferable ways to contain the spread of the disease.",1
"@realDonaldTrump 

I just found the cure.

#covid19 #antivaxxer #flatearth #bleach https://t.co/PaLTrXk8K4",1
after weeks of the federal government dragging its feet on covid19 testing trump just admitted in front of the cameras he wants to manipulate the measurement of the outbreak for his personal political benefit,1
"Indeed!
#Wuhan #nCoV outbreak resulted in the WORLD fighting &amp; people dying; for China’s UNFORGIVABLE failure in containing an bioweapon grade outbreak!
They LIED to the world as they sealed in 1000s of citizens in tower blocks!🤯
#Covid19 Made in China - given FREE to the World! https://t.co/j6iU4fc1VN",1
@jacquelyn___ @See_More_Jelly 😂😂😂 we’re immune to coronavirus.,1
coronovirus covid19 is cancelled,0
This is just as bad as thinking essential oils cure all https://t.co/chzMlDVcwb,0
"Along with the POTUS suggestion we look into injecting disinfectant to rid ourselves of the Coronavirus, we should also look into yelling “Shoo Shoo Retarded Flu” as a cure. #COVID19 #POTUS #sternshow #stupidity",1
here is some cdc guidance on covid2019 starting at age 60 there is an increasing risk of disease and the risk increases with age if you are 60 or older do not listen to because he has lied multiple times about this virus listen to amp your doctor,1
"@Av8trix1 @NewYorkScribe @cheryllausch @RonSarkar I strongly advise to supplement with the following, I believe it saves from #coronavirus, &amp; maybe even cure from it if contracted: Quercetin, Quinine, Zinc, Bromelain, Copper, Vitamin C.",1
@News24 Booze cures covid19 and they don’t want ppl getting to that secret.WHO knows that and instructed gvmts to ban until their vaccine in accepted.Sanitizer has alcohol but we using to wash hands.Whiskey will help open throat if you have some pains.,1
"@HillaryClinton And this☝🏼is why Pelosi held the articles of fake impeachment for 3 wks: To time that☝🏼 smear campaign with the Coronavirus smear campaign, in hopes of ruining @POTUS’ chances of re-election #Trump2020LandslideBaby  https://t.co/ME4gwJafQF",0
RT @eddyburback: just found out that the cure to coronavirus is verifying me wtf that should not be the way to do it but okay,1
"@swlucas420 @realDonaldTrump $PURE Hard Surface disinfectant kills CoronaVirus in 30seconds.

https://t.co/LyxPPU8kDV

#coronoavirus 
#wuhanvirus 
#disinfectant",1
"Where where you @WHO in November before the outbreak? What where you doing?? #coronavirus. 

You ignored and now people are dying #ChineseVirus #ChinaLiedPeopleDied 

#ChinaMustPay for this, they used this as a bio weapon",1
#COVID19: China approves two vaccines for clinical trials https://t.co/zZ9ODSzu0y,1
"RT @Clane_15: If you were ever in the pool at Dayton 2 Dayton, then you are immune to the corona virus. @dayton2daytona",1
"NOBODY:
 #Trump: Go outside in the sorching sun and sip some Lysol…it will cure #Covid_19 
 
 #disinfectant #lysol",1
@Breaking911 I call BS just search twitter for wuhan. This is bigger than they are reporting. How many are dying at home? People are dropping like flies. Wuhan is the epicenter for the worlds most dangerous pathogens. Is this a test for biowarfare?,1
"REMIND AGAIN TO ANYONE WHO"" HAS MAD MIND:",1
RT @divsando: Is Dalry immune to the corona virus or something 😂,1
"Yeah the #coronavirus is just a Flu, Ha well it flew around the #world pretty fast as a #pandemic now didn't it #people,

 Yeah A real nice Pandemic #flu that you cant get Dont worry nothing to see here! 🤬😡 https://t.co/ZDulFUYVUT",0
shea has sneezed and coughed twice since we’ve gotten home. I’m about to quarantine him with a Lysol bomb.,1
"Coronavirus link to China biowarfare program possible, analyst says - Washington Times https://t.co/xdw9HtTi26  China's biowarfare program backfired.",1
China Confirms African Blood Is Immune To Corona Virus? #lockdown #covid19 #coronavirus #pandemic https://t.co/KNYi659Sm4,1
"@HRH_Cruella Covid 19 is more likely to turn into pneumonia or sepsis than flu, but you can take your chances.",1
"Amazing! What South Korea is doing is really bending their #Covid19 epidemic curve. Only 131 new cases today, versus 909 on Feb. 29. It's not just China. This clearly can be done. https://t.co/sueAO9XLF7 https://t.co/Bw7WX1s9nM",0
That picture from Ecuador and the guy bleeding from his noise eyes mouth etc laying dead on the bed makes me really think about the supposed Chinese gov whistle blower who said #COVID19 is really a bio weapon and basically “melts” ppl from the inside out,1
Weak immune system can't win the battle against #CoronavirusPandemic https://t.co/Pyjx1TZYHL,1
"Cure cannot be worse than the illness itself... 
#LockdownProtests $
#CoronavirusOutbreak",1
such a bad time for ph to deal with covid19 right now when we have the most number of incompetent people in the government led by the most incompetent president we ever had just look at how he and his head in doh is mishandling this the past 6 weeks,1
@xeni @MonpotLeDevin his lemmings are not immune #COVID19,1
@AbsoluteAJ Cure corona then ill like the tweet,1
"A very comprehensive article on the vaccine situation.

https://t.co/23vvqhOlui

#COVID19",1
"Bad news: High % of #COVID19 patients treated with antibiotics, to cure or protect against secondary infections ...

plus ppl take antibiotics on their own, or “with encouragement of fringe researchers, in misguided attempts to protect themselves.” #AMR  https://t.co/jpsXMzfIk0",1
"Of course there’s a #Pizzagate 2.0. Of course there is. If you have been a victim of trafficking or have suspicions of actual trafficking, please reach out to the National Human Trafficking Hotline: 1-888-373-7888. https://t.co/6IpshzA8Vv — Chelsea Clinton (@ChelseaClinton) June 6, 2018",1
Omg.... he rly thinks that injecting things like DETTOL?! into the body might cure Covid-19 since it kills germs on the outside🥵🥵🥵 https://t.co/fwL5Z3i9N7,1
the us calls on iran to immediately release on humanitarian grounds all wrongfully detained americans as covid19 spreads to iranian prisons their detention defies basic human decency,1
GSK to collaborate with Chinese biotech on COVID-19 vaccine - https://t.co/HgzBj1wwjI #pharma #coronavirus,1
"RT @SoCalValleyGal: Sunlight kills coronavirus 'quickly', says government report https://t.co/efgMx1nVXu",1
bring one girl around your homies and all of the sudden they start calling the coronavirus COVID-19,0
china will quarantine any passengers coming to china from countries that have reported cases of corona virus for two weeks but their ambasador to kenya tells us not to discriminate agaings their nationals whats wrong with us tulirogwa,1
#ACTOFWAR #China intentionally sending contaminated #Coronavirus testing kits found to be contaminated with the Virus #WWIII #BioWeapon #ChinaAttacks https://t.co/mhEFBNIwo5 https://t.co/GEAtnE8HH9,1
@kwandokuhle_1 @OscarMbo Its a matter of time before people realize that inumber ka @OscarMbo is the cure for corona🔥😭,1
"We have our name! Tajiri the baby Giraffe. Tajiri is Swahili for HOPE. We will call him “Taj” pic.twitter.com/J64Bk7QOEp — April The Giraffe (@AprilTheGiraffe) May 1, 2017",1
"The vaccine was created by #Sinovac Biotech Ltd, Beijing, #China and their colleagues from the Chinese Academy of Sciences. #coronavirus #COVID19
https://t.co/9DzduynZ6p https://t.co/cNHUShiYwc",1
